reference_person_id,reference_household_id,source_record_id,primary_source_id,state,state_code,district,district_code,urban_rural,age,age_group,gender,marital_status,relationship_to_head,household_size,household_type,literacy_status,education_level,labour_force_status,employment_status,employment_type,occupation_group,industry_group,individual_income,household_income,consumption_expenditure,income_band,dwelling_type,house_ownership,electricity,drinking_water,toilet_facility,cooking_fuel,health_insurance,social_group,survey_weight,normalized_reference_weight,calibrated_reference_weight_gender_ur,reference_year,record_quality_flag
PLFS2024_TN_P000001,PLFS2024_TN_HP4_Q6_V1_1_33_34_331_01_11_1_3321_14872_2_2_02,P4|Q6|V1|1|33|34|331|01|11|1|3321|14872|2|2|02_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,52,45-59,Male,2,1,4,Casual labour in agriculture,Illiterate,Not literate,Employed,Employed,,921,01611,0,,8600,,,,,,,,,Scheduled Caste,1717200,0.6779486914643922,0.6801079054720423,2024,A
PLFS2024_TN_P000002,PLFS2024_TN_HP4_Q4_V1_1_33_34_331_01_03_1_3321_14093_1_3_01,P4|Q4|V1|1|33|34|331|01|03|1|3321|14093|1|3|01_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,59,45-59,Male,2,1,4,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,,921,01611,0,,7355,,,,,,,,,Scheduled Caste,2164422,0.8545114504290372,0.8572330031316147,2024,A
PLFS2024_TN_P000003,PLFS2024_TN_HP4_Q6_V1_1_33_34_331_01_14_2_3321_10035_2_2_02,P4|Q6|V1|1|33|34|331|01|14|2|3321|10035|2|2|02_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,57,45-59,Male,2,1,2,Self-employed in non-agriculture,Literate,Secondary,Employed,Employed,,723,45200,0,,7437,,,,,,,,,Other Backward Class,2083901,0.8227218472462953,0.8253421525280074,2024,A
PLFS2024_TN_P000004,PLFS2024_TN_HP4_Q6_V1_1_33_34_331_01_08_2_3321_13650_2_3_01,P4|Q6|V1|1|33|34|331|01|08|2|3321|13650|2|3|01_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,58,45-59,Male,2,1,2,Self-employed in agriculture,Literate,Primary,Employed,Employed,,611,01112,0,,7933,,,,,,,,,Other Backward Class,6060269,2.3925876068438274,2.400207812827363,2024,A
PLFS2024_TN_P000005,PLFS2024_TN_HP4_Q3_V1_1_33_34_331_01_01_1_3321_15719_1_3_02,P4|Q3|V1|1|33|34|331|01|01|1|3321|15719|1|3|02_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,50,45-59,Male,3,1,3,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,,,,0,,4155,,,,,,,,,Scheduled Tribe,5514875,2.1772666491030104,2.1842010745342,2024,A
PLFS2024_TN_P000006,PLFS2024_TN_HP4_Q6_V1_1_33_34_331_01_08_2_3321_13650_1_1_01,P4|Q6|V1|1|33|34|331|01|08|2|3321|13650|1|1|01_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,50,45-59,Male,2,1,4,Self-employed in agriculture,Literate,Middle,Employed,Employed,,611,01112,0,,13967,,,,,,,,,Other Backward Class,2286374,0.9026579673294947,0.9055328629546558,2024,A
PLFS2024_TN_P000007,PLFS2024_TN_HP4_Q5_V1_1_33_34_331_01_03_2_3321_15616_1_3_01,P4|Q5|V1|1|33|34|331|01|03|2|3321|15616|1|3|01_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,53,45-59,Male,2,1,2,Self-employed in non-agriculture,Literate,Primary,Employed,Employed,,112,47211,0,,9133,,,,,,,,,Other Backward Class,2411367,0.952005067720951,0.95503713003401,2024,A
PLFS2024_TN_P000008,PLFS2024_TN_HP4_Q4_V1_1_33_34_331_01_10_1_3321_14776_2_2_01,P4|Q4|V1|1|33|34|331|01|10|1|3321|14776|2|2|01_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,51,45-59,Male,2,1,3,Self-employed in agriculture,Literate,Primary,Employed,Employed,,611,01124,0,,7550,,,,,,,,,Other Backward Class,3701995,1.4615435977508284,1.466198500767513,2024,A
PLFS2024_TN_P000009,PLFS2024_TN_HP4_Q3_V1_1_33_34_331_01_02_1_3321_12119_2_2_02,P4|Q3|V1|1|33|34|331|01|02|1|3321|12119|2|2|02_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,50,45-59,Male,2,1,4,Casual labour in non-agriculture,Literate,Primary,Employed,Employed,,711,41001,0,,8067,,,,,,,,,Scheduled Caste,2901441,1.1454857496570798,1.149134032937752,2024,A
PLFS2024_TN_P000010,PLFS2024_TN_HP4_Q5_V1_1_33_34_331_01_03_2_3321_15616_2_1_01,P4|Q5|V1|1|33|34|331|01|03|2|3321|15616|2|1|01_03,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,45,45-59,Male,2,3,5,Regular wage/salary earning,Literate,Middle,Employed,Employed,,512,56101,12000,,10117,,,,,,,,,Scheduled Caste,8597049,3.3941055904992203,3.404915553593358,2024,A
PLFS2024_TN_P000011,PLFS2024_TN_HP4_Q6_V1_1_33_34_331_01_07_2_3321_15456_2_2_01,P4|Q6|V1|1|33|34|331|01|07|2|3321|15456|2|2|01_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,53,45-59,Male,2,1,4,Self-employed in agriculture,Literate,Below Primary,Employed,Employed,,611,01124,0,,12433,,,,,,,,,Other Backward Class,1379384,0.5445793022518747,0.5463137450976284,2024,A
PLFS2024_TN_P000012,PLFS2024_TN_HP4_Q6_V1_1_33_34_331_01_07_2_3321_15456_2_2_02,P4|Q6|V1|1|33|34|331|01|07|2|3321|15456|2|2|02_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,49,45-59,Male,2,1,3,Self-employed in non-agriculture,Illiterate,Not literate,Employed,Employed,,112,47219,0,,9403,,,,,,,,,Other Backward Class,1379384,0.5445793022518747,0.5463137450976284,2024,A
PLFS2024_TN_P000013,PLFS2024_TN_HP4_Q6_V1_1_33_34_331_01_08_2_3321_13650_1_2_02,P4|Q6|V1|1|33|34|331|01|08|2|3321|13650|1|2|02_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,50,45-59,Male,2,1,3,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,,611,01112,0,,11283,,,,,,,,,Other Backward Class,426973,0.16856847579817488,0.16910535332117066,2024,A
PLFS2024_TN_P000014,PLFS2024_TN_HP4_Q4_V1_1_33_34_331_01_10_1_3321_14776_1_1_01,P4|Q4|V1|1|33|34|331|01|10|1|3321|14776|1|1|01_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,45,45-59,Male,2,1,5,Casual labour in agriculture,Literate,Primary,Employed,Employed,,921,01611,0,,8833,,,,,,,,,Scheduled Caste,622184,0.24563756618336907,0.24641990278256296,2024,A
PLFS2024_TN_P000015,PLFS2024_TN_HP4_Q4_V1_1_33_34_331_01_10_1_3321_14776_2_1_01,P4|Q4|V1|1|33|34|331|01|10|1|3321|14776|2|1|01_03,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,32,25-44,Male,2,3,6,Casual labour in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,,741,43211,0,,12817,,,,,,,,,Other Backward Class,2903525,1.1463085105894184,1.1499594142998553,2024,A
PLFS2024_TN_P000016,PLFS2024_TN_HP4_Q6_V1_1_33_34_331_01_11_1_3321_14872_2_2_01,P4|Q6|V1|1|33|34|331|01|11|1|3321|14872|2|2|01_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,36,25-44,Male,2,1,4,Casual labour in non-agriculture,Literate,Secondary,Employed,Employed,,711,41001,0,,9917,,,,,,,,,Scheduled Caste,1717200,0.6779486914643922,0.6801079054720423,2024,A
PLFS2024_TN_P000017,PLFS2024_TN_HP4_Q6_V1_1_33_34_331_01_11_1_3321_14872_2_2_02,P4|Q6|V1|1|33|34|331|01|11|1|3321|14872|2|2|02_03,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,26,25-44,Male,1,5,4,Casual labour in agriculture,Literate,Diploma/Certificate,Employed,Employed,,112,49231,0,,8600,,,,,,,,,Scheduled Caste,1717200,0.6779486914643922,0.6801079054720423,2024,A
PLFS2024_TN_P000018,PLFS2024_TN_HP4_Q4_V1_1_33_34_331_01_10_2_3321_12436_2_2_02,P4|Q4|V1|1|33|34|331|01|10|2|3321|12436|2|2|02_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,44,25-44,Male,2,1,4,Casual labour in agriculture,Illiterate,Not literate,Employed,Employed,,921,01611,0,,9383,,,,,,,,,Other Backward Class,4676861,1.8464196337705852,1.8523003371150017,2024,A
PLFS2024_TN_P000019,PLFS2024_TN_HP4_Q3_V1_1_33_34_331_01_02_1_3321_12119_2_1_01,P4|Q3|V1|1|33|34|331|01|02|1|3321|12119|2|1|01_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,44,25-44,Male,2,1,4,Self-employed in agriculture,Literate,Primary,Employed,Employed,,611,01116,0,,8317,,,,,,,,,Scheduled Caste,5526554,2.181877505594749,2.1888266162462946,2024,A
PLFS2024_TN_P000020,PLFS2024_TN_HP4_Q4_V1_1_33_34_331_01_03_1_3321_14093_1_3_01,P4|Q4|V1|1|33|34|331|01|03|1|3321|14093|1|3|01_03,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,29,25-44,Male,1,5,4,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,,711,41001,0,,7355,,,,,,,,,Scheduled Caste,2164422,0.8545114504290372,0.8572330031316147,2024,A
PLFS2024_TN_P000021,PLFS2024_TN_HP4_Q4_V1_1_33_34_331_01_03_1_3321_14093_1_3_01,P4|Q4|V1|1|33|34|331|01|03|1|3321|14093|1|3|01_04,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,26,25-44,Male,1,5,4,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,,711,41001,0,,7355,,,,,,,,,Scheduled Caste,2164422,0.8545114504290372,0.8572330031316147,2024,A
PLFS2024_TN_P000022,PLFS2024_TN_HP4_Q6_V1_1_33_34_331_01_07_2_3321_15456_2_1_01,P4|Q6|V1|1|33|34|331|01|07|2|3321|15456|2|1|01_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,41,25-44,Male,2,1,4,Casual labour in non-agriculture,Literate,Secondary,Employed,Employed,,711,41001,0,,8903,,,,,,,,,Other Backward Class,10315390,4.072504747522057,4.085475359321715,2024,A
PLFS2024_TN_P000023,PLFS2024_TN_HP4_Q3_V1_1_33_34_331_01_01_1_3321_15719_1_3_01,P4|Q3|V1|1|33|34|331|01|01|1|3321|15719|1|3|01_03,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,33,25-44,Male,2,3,4,Casual labour in agriculture,Literate,Primary,Employed,Employed,,921,01611,0,,6258,,,,,,,,,Scheduled Tribe,5514875,2.1772666491030104,2.1842010745342,2024,A
PLFS2024_TN_P000024,PLFS2024_TN_HP4_Q3_V1_1_33_34_331_01_01_1_3321_15719_1_3_02,P4|Q3|V1|1|33|34|331|01|01|1|3321|15719|1|3|02_02,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,26,25-44,Male,1,5,3,Regular wage/salary earning,Literate,Primary,Employed,Employed,,541,85212,7500,,4155,,,,,,,,,Scheduled Tribe,5514875,2.1772666491030104,2.1842010745342,2024,A
PLFS2024_TN_P000025,PLFS2024_TN_HP4_Q4_V1_1_33_34_331_01_10_1_3321_14776_2_2_02,P4|Q4|V1|1|33|34|331|01|10|1|3321|14776|2|2|02_02,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,41,25-44,Male,2,2,5,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,,711,41001,0,,9067,,,,,,,,,Other Backward Class,3701995,1.4615435977508284,1.466198500767513,2024,A
PLFS2024_TN_P000026,PLFS2024_TN_HP4_Q4_V1_1_33_34_331_01_03_1_3321_14093_2_1_01,P4|Q4|V1|1|33|34|331|01|03|1|3321|14093|2|1|01_03,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,41,25-44,Male,2,3,7,Casual labour in agriculture,Literate,Secondary,Employed,Employed,,921,01611,0,,10888,,,,,,,,,Scheduled Tribe,7436731,2.936013306675216,2.9453642813702574,2024,A
PLFS2024_TN_P000027,PLFS2024_TN_HP4_Q3_V1_1_33_34_331_01_02_1_3321_12119_2_2_01,P4|Q3|V1|1|33|34|331|01|02|1|3321|12119|2|2|01_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,32,25-44,Male,2,1,5,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,,832,49224,0,,8375,,,,,,,,,Scheduled Caste,2901441,1.1454857496570798,1.149134032937752,2024,A
PLFS2024_TN_P000028,PLFS2024_TN_HP4_Q4_V1_1_33_34_331_01_10_2_3321_12436_1_1_01,P4|Q4|V1|1|33|34|331|01|10|2|3321|12436|1|1|01_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,31,25-44,Male,2,1,4,Regular wage/salary earning,Literate,Secondary,Employed,Employed,,732,74909,0,,11158,,,,,,,,,Scheduled Caste,1148336,0.4533618032619696,0.454805725447323,2024,A
PLFS2024_TN_P000029,PLFS2024_TN_HP4_Q6_V1_1_33_34_331_01_14_2_3321_10035_1_1_01,P4|Q6|V1|1|33|34|331|01|14|2|3321|10035|1|1|01_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,37,25-44,Male,2,1,4,Casual labour in non-agriculture,Literate,Secondary,Employed,Employed,,818,23921,0,,9183,,,,,,,,,Scheduled Tribe,746731,0.29480858626013107,0.2957475287450755,2024,A
PLFS2024_TN_P000030,PLFS2024_TN_HP4_Q6_V1_1_33_34_331_01_08_2_3321_13650_1_2_01,P4|Q6|V1|1|33|34|331|01|08|2|3321|13650|1|2|01_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,43,25-44,Male,2,1,3,Casual labour in agriculture,Illiterate,Not literate,Employed,Employed,,921,01611,0,,9933,,,,,,,,,Other Backward Class,426973,0.16856847579817488,0.16910535332117066,2024,A
PLFS2024_TN_P000031,PLFS2024_TN_HP4_Q4_V1_1_33_34_331_01_10_1_3321_14776_2_3_01,P4|Q4|V1|1|33|34|331|01|10|1|3321|14776|2|3|01_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,28,25-44,Male,2,1,4,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,,832,49224,0,,8733,,,,,,,,,Other Backward Class,7113637,2.808456147043259,2.817400862076882,2024,A
PLFS2024_TN_P000032,PLFS2024_TN_HP4_Q6_V1_1_33_34_331_01_11_1_3321_14872_1_2_01,P4|Q6|V1|1|33|34|331|01|11|1|3321|14872|1|2|01_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,42,25-44,Male,2,1,3,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,,611,01124,0,,11087,,,,,,,,,Other Backward Class,367971,0.14527455039997894,0.14573723857701656,2024,A
PLFS2024_TN_P000033,PLFS2024_TN_HP4_Q6_V1_1_33_34_331_01_11_1_3321_14872_1_2_02,P4|Q6|V1|1|33|34|331|01|11|1|3321|14872|1|2|02_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,28,25-44,Male,2,1,4,Casual labour in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,,713,43303,0,,15313,,,,,,,,,Other Backward Class,367971,0.14527455039997894,0.14573723857701656,2024,A
PLFS2024_TN_P000034,PLFS2024_TN_HP4_Q4_V1_1_33_34_331_01_03_1_3321_14093_2_2_01,P4|Q4|V1|1|33|34|331|01|03|1|3321|14093|2|2|01_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,40,25-44,Male,2,1,2,Self-employed in agriculture,Literate,Primary,Employed,Employed,,611,01161,0,,8483,,,,,,,,,Other Backward Class,1442948,0.5696743002860248,0.5714886687544097,2024,A
PLFS2024_TN_P000035,PLFS2024_TN_HP4_Q4_V1_1_33_34_331_01_10_2_3321_12436_1_2_01,P4|Q4|V1|1|33|34|331|01|10|2|3321|12436|1|2|01_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,43,25-44,Male,2,1,5,Casual labour in agriculture,Illiterate,Not literate,Employed,Employed,,921,01611,0,,13125,,,,,,,,,Scheduled Caste,574168,0.2266809016309848,0.2274028627236615,2024,A
PLFS2024_TN_P000036,PLFS2024_TN_HP4_Q3_V1_1_33_34_331_01_02_1_3321_12119_1_1_01,P4|Q3|V1|1|33|34|331|01|02|1|3321|12119|1|1|01_03,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,35,25-44,Male,1,5,5,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,,921,01611,0,,9008,,,,,,,,,Scheduled Caste,2072458,0.8182041632977587,0.8208100801064393,2024,A
PLFS2024_TN_P000037,PLFS2024_TN_HP4_Q3_V1_1_33_34_331_01_02_1_3321_12119_1_1_01,P4|Q3|V1|1|33|34|331|01|02|1|3321|12119|1|1|01_04,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,32,25-44,Male,1,5,5,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,,741,43211,0,,9008,,,,,,,,,Scheduled Caste,2072458,0.8182041632977587,0.8208100801064393,2024,A
PLFS2024_TN_P000038,PLFS2024_TN_HP4_Q3_V1_1_33_34_331_01_02_1_3321_12119_1_1_01,P4|Q3|V1|1|33|34|331|01|02|1|3321|12119|1|1|01_05,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,31,25-44,Male,1,5,5,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,,832,49224,0,,9008,,,,,,,,,Scheduled Caste,2072458,0.8182041632977587,0.8208100801064393,2024,A
PLFS2024_TN_P000039,PLFS2024_TN_HP4_Q6_V1_1_33_34_331_01_02_1_3321_12418_1_1_01,P4|Q6|V1|1|33|34|331|01|02|1|3321|12418|1|1|01_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,35,25-44,Male,2,1,4,Self-employed in agriculture,Literate,Higher Secondary,Employed,Employed,,611,01193,0,,9517,,,,,,,,,Other Backward Class,2631921,1.0390795469296847,1.0423889347064308,2024,A
PLFS2024_TN_P000040,PLFS2024_TN_HP4_Q6_V1_1_33_34_331_01_02_1_3321_12418_1_1_02,P4|Q6|V1|1|33|34|331|01|02|1|3321|12418|1|1|02_03,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,36,25-44,Male,2,3,5,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,,413,63114,17000,,13842,,,,,,,,,Other Backward Class,2631921,1.0390795469296847,1.0423889347064308,2024,A
PLFS2024_TN_P000041,PLFS2024_TN_HP4_Q5_V1_1_33_34_331_01_03_2_3321_15616_2_2_02,P4|Q5|V1|1|33|34|331|01|03|2|3321|15616|2|2|02_03,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,27,25-44,Male,2,3,4,Regular wage/salary earning,Literate,Higher Secondary,Employed,Employed,,833,49225,15000,,9067,,,,,,,,,Scheduled Caste,1625052,0.6415687613333295,0.6436121080847619,2024,A
PLFS2024_TN_P000042,PLFS2024_TN_HP4_Q6_V1_1_33_34_331_01_14_2_3321_10035_1_2_01,P4|Q6|V1|1|33|34|331|01|14|2|3321|10035|1|2|01_01,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,41,25-44,Male,2,1,3,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,,711,41001,0,,8900,,,,,,,,,Scheduled Tribe,156293,0.0617043063330097,0.06190082976353477,2024,A
PLFS2024_TN_P000043,PLFS2024_TN_HP4_Q6_V1_1_33_34_331_01_14_2_3321_10035_1_2_02,P4|Q6|V1|1|33|34|331|01|14|2|3321|10035|1|2|02_02,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,25,25-44,Male,1,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,,832,49224,0,,13300,,,,,,,,,Scheduled Caste,156293,0.0617043063330097,0.06190082976353477,2024,A
PLFS2024_TN_P000044,PLFS2024_TN_HP4_Q6_V1_1_33_34_331_01_07_2_3321_15456_2_1_01,P4|Q6|V1|1|33|34|331|01|07|2|3321|15456|2|1|01_03,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,14,0-14,Male,1,5,4,Casual labour in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,,,,0,,8903,,,,,,,,,Other Backward Class,10315390,4.072504747522057,4.085475359321715,2024,A
PLFS2024_TN_P000045,PLFS2024_TN_HP4_Q3_V1_1_33_34_331_01_02_1_3321_12119_2_2_01,P4|Q3|V1|1|33|34|331|01|02|1|3321|12119|2|2|01_03,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,1,0-14,Male,1,5,5,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,,,,0,,8375,,,,,,,,,Scheduled Caste,2901441,1.1454857496570798,1.149134032937752,2024,A
PLFS2024_TN_P000046,PLFS2024_TN_HP4_Q4_V1_1_33_34_331_01_10_2_3321_12436_1_1_01,P4|Q4|V1|1|33|34|331|01|10|2|3321|12436|1|1|01_03,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,12,0-14,Male,1,5,4,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,,,,0,,11158,,,,,,,,,Scheduled Caste,1148336,0.4533618032619696,0.454805725447323,2024,A
PLFS2024_TN_P000047,PLFS2024_TN_HP4_Q6_V1_1_33_34_331_01_14_2_3321_10035_1_1_01,P4|Q6|V1|1|33|34|331|01|14|2|3321|10035|1|1|01_03,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,10,0-14,Male,1,5,4,Casual labour in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,,,,0,,9183,,,,,,,,,Scheduled Tribe,746731,0.29480858626013107,0.2957475287450755,2024,A
PLFS2024_TN_P000048,PLFS2024_TN_HP4_Q6_V1_1_33_34_331_01_07_2_3321_15456_2_2_01,P4|Q6|V1|1|33|34|331|01|07|2|3321|15456|2|2|01_04,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,13,0-14,Male,1,5,4,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,,,,0,,12433,,,,,,,,,Other Backward Class,1379384,0.5445793022518747,0.5463137450976284,2024,A
PLFS2024_TN_P000049,PLFS2024_TN_HP4_Q6_V1_1_33_34_331_01_08_2_3321_13650_1_2_01,P4|Q6|V1|1|33|34|331|01|08|2|3321|13650|1|2|01_03,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,12,0-14,Male,1,5,3,Casual labour in agriculture,Literate,Primary,Not in labour force,Not in labour force,,,,0,,9933,,,,,,,,,Other Backward Class,426973,0.16856847579817488,0.16910535332117066,2024,A
PLFS2024_TN_P000050,PLFS2024_TN_HP4_Q6_V1_1_33_34_331_01_11_1_3321_14872_1_2_02,P4|Q6|V1|1|33|34|331|01|11|1|3321|14872|1|2|02_03,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,1,0-14,Male,1,5,4,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,,,,0,,15313,,,,,,,,,Other Backward Class,367971,0.14527455039997894,0.14573723857701656,2024,A
PLFS2024_TN_P000051,PLFS2024_TN_HP4_Q4_V1_1_33_34_331_01_10_2_3321_12436_1_2_01,P4|Q4|V1|1|33|34|331|01|10|2|3321|12436|1|2|01_04,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,14,0-14,Male,1,5,5,Casual labour in agriculture,Literate,Middle,Not in labour force,Not in labour force,,,,0,,13125,,,,,,,,,Scheduled Caste,574168,0.2266809016309848,0.2274028627236615,2024,A
PLFS2024_TN_P000052,PLFS2024_TN_HP4_Q5_V1_1_33_34_331_01_03_2_3321_15616_2_2_01,P4|Q5|V1|1|33|34|331|01|03|2|3321|15616|2|2|01_03,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,11,0-14,Male,1,5,4,Casual labour in agriculture,Literate,Primary,Not in labour force,Not in labour force,,,,0,,8367,,,,,,,,,Other Backward Class,1625052,0.6415687613333295,0.6436121080847619,2024,A
PLFS2024_TN_P000053,PLFS2024_TN_HP4_Q6_V1_1_33_34_331_01_14_2_3321_10035_1_2_01,P4|Q6|V1|1|33|34|331|01|14|2|3321|10035|1|2|01_03,SRC_PLFS_2024_OPENCITY_PUBLIC_MIRROR,Tamil Nadu,33,Kallakurichi,34,Rural,14,0-14,Male,1,5,3,Casual labour in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,,,,0,,8900,,,,,,,,,Scheduled Tribe,156293,0.0617043063330097,0.06190082976353477,2024,A
