experiment_id,iteration_id,iteration_number,iteration_status,population_seed,calibration_seed,parameter_seed,take_up_seed,policy_seed,sampled_parameters,error_code,warning_count,population_size,household_count,population_quality_score,calibration_converged,calibration_error,weighted_population,policy_id,policy_version,eligible_count,weighted_eligible_population,eligibility_rate,beneficiary_count,weighted_beneficiary_population,coverage_rate,total_policy_cost,average_benefit,budget_utilization,budget_exceeded,constraints_passed,policy_feasible,execution_duration_seconds,started_at,completed_at
tn_exp_001_pop_uncertainty,ITER-tn_exp_001_pop_uncertainty-00015,15,COMPLETED,1680577525,1720659756,978363587,1756728081,1471967330,{},,0,12000,1,1.0,True,0.000373,12000.0,tn_elderly_pension_001,1.0,1835,1842.75,0.1536,1835,1842.75,1.0,33169432.91,18000.0,0.66,False,True,True,0.3475,2026-09-13T18:25:41.152429+00:00,2026-09-13T18:25:41.499959+00:00
tn_exp_001_pop_uncertainty,ITER-tn_exp_001_pop_uncertainty-00016,16,COMPLETED,978439800,1802302258,634305969,1009086323,876925095,{},,0,12000,1,1.0,True,0.000373,12000.0,tn_elderly_pension_001,1.0,1835,1842.75,0.1536,1835,1842.75,1.0,33169432.91,18000.0,0.66,False,True,True,0.3592,2026-09-13T18:25:41.512505+00:00,2026-09-13T18:25:41.871719+00:00
tn_exp_001_pop_uncertainty,ITER-tn_exp_001_pop_uncertainty-00017,17,COMPLETED,1366490105,527699833,1335110420,1130874455,2130688342,{},,0,12000,1,1.0,True,0.000373,12000.0,tn_elderly_pension_001,1.0,1835,1842.75,0.1536,1835,1842.75,1.0,33169432.91,18000.0,0.66,False,True,True,0.3521,2026-09-13T18:25:41.884906+00:00,2026-09-13T18:25:42.236994+00:00
tn_exp_001_pop_uncertainty,ITER-tn_exp_001_pop_uncertainty-00018,18,COMPLETED,24805460,326752249,725975367,966692771,1604527295,{},,0,12000,1,1.0,True,0.000373,12000.0,tn_elderly_pension_001,1.0,1835,1842.75,0.1536,1835,1842.75,1.0,33169432.91,18000.0,0.66,False,True,True,0.3517,2026-09-13T18:25:42.249044+00:00,2026-09-13T18:25:42.600798+00:00
tn_exp_001_pop_uncertainty,ITER-tn_exp_001_pop_uncertainty-00019,19,COMPLETED,1941733682,1336308993,1432056946,810630968,995243949,{},,0,12000,1,1.0,True,0.000373,12000.0,tn_elderly_pension_001,1.0,1835,1842.75,0.1536,1835,1842.75,1.0,33169432.91,18000.0,0.66,False,True,True,0.3385,2026-09-13T18:25:42.612453+00:00,2026-09-13T18:25:42.950975+00:00
tn_exp_001_pop_uncertainty,ITER-tn_exp_001_pop_uncertainty-00020,20,COMPLETED,2014417671,1015503467,1914094978,2127949746,1838146124,{},,0,12000,1,1.0,True,0.000373,12000.0,tn_elderly_pension_001,1.0,1835,1842.75,0.1536,1835,1842.75,1.0,33169432.91,18000.0,0.66,False,True,True,0.3296,2026-09-13T18:25:42.962396+00:00,2026-09-13T18:25:43.292024+00:00
tn_exp_001_pop_uncertainty,ITER-tn_exp_001_pop_uncertainty-00021,21,COMPLETED,1876434545,1884922594,1253601539,1670581128,636492577,{},,0,12000,1,1.0,True,0.000373,12000.0,tn_elderly_pension_001,1.0,1835,1842.75,0.1536,1835,1842.75,1.0,33169432.91,18000.0,0.66,False,True,True,0.3638,2026-09-13T18:25:43.303647+00:00,2026-09-13T18:25:43.667474+00:00
tn_exp_001_pop_uncertainty,ITER-tn_exp_001_pop_uncertainty-00022,22,COMPLETED,203668493,2141357516,1647403496,1910651922,1516073034,{},,0,12000,1,1.0,True,0.000373,12000.0,tn_elderly_pension_001,1.0,1835,1842.75,0.1536,1835,1842.75,1.0,33169432.91,18000.0,0.66,False,True,True,0.3496,2026-09-13T18:25:43.682151+00:00,2026-09-13T18:25:44.031769+00:00
tn_exp_001_pop_uncertainty,ITER-tn_exp_001_pop_uncertainty-00023,23,COMPLETED,782074571,1763101482,1397643167,216107954,969083374,{},,0,12000,1,1.0,True,0.000373,12000.0,tn_elderly_pension_001,1.0,1835,1842.75,0.1536,1835,1842.75,1.0,33169432.91,18000.0,0.66,False,True,True,0.3565,2026-09-13T18:25:44.043763+00:00,2026-09-13T18:25:44.400286+00:00
tn_exp_001_pop_uncertainty,ITER-tn_exp_001_pop_uncertainty-00024,24,COMPLETED,157396184,1132876961,1342655480,2019330514,1329854613,{},,0,12000,1,1.0,True,0.000373,12000.0,tn_elderly_pension_001,1.0,1835,1842.75,0.1536,1835,1842.75,1.0,33169432.91,18000.0,0.66,False,True,True,0.4336,2026-09-13T18:25:44.417535+00:00,2026-09-13T18:25:44.851141+00:00
tn_exp_001_pop_uncertainty,ITER-tn_exp_001_pop_uncertainty-00025,25,COMPLETED,605056540,1095569063,1464238249,1108338311,1251868846,{},,0,12000,1,1.0,True,0.000373,12000.0,tn_elderly_pension_001,1.0,1835,1842.75,0.1536,1835,1842.75,1.0,33169432.91,18000.0,0.66,False,True,True,0.3755,2026-09-13T18:25:44.868447+00:00,2026-09-13T18:25:45.243918+00:00
tn_exp_001_pop_uncertainty,ITER-tn_exp_001_pop_uncertainty-00026,26,COMPLETED,800934592,812037460,296453938,401291096,854059858,{},,0,12000,1,1.0,True,0.000373,12000.0,tn_elderly_pension_001,1.0,1835,1842.75,0.1536,1835,1842.75,1.0,33169432.91,18000.0,0.66,False,True,True,0.3979,2026-09-13T18:25:45.253918+00:00,2026-09-13T18:25:45.651852+00:00
tn_exp_001_pop_uncertainty,ITER-tn_exp_001_pop_uncertainty-00027,27,COMPLETED,1336066191,2088555786,551781716,916666131,824488807,{},,0,12000,1,1.0,True,0.000373,12000.0,tn_elderly_pension_001,1.0,1835,1842.75,0.1536,1835,1842.75,1.0,33169432.91,18000.0,0.66,False,True,True,0.4395,2026-09-13T18:25:45.680881+00:00,2026-09-13T18:25:46.120440+00:00
tn_exp_001_pop_uncertainty,ITER-tn_exp_001_pop_uncertainty-00028,28,COMPLETED,756639438,891134275,1925514668,81224966,633742360,{},,0,12000,1,1.0,True,0.000373,12000.0,tn_elderly_pension_001,1.0,1835,1842.75,0.1536,1835,1842.75,1.0,33169432.91,18000.0,0.66,False,True,True,0.3907,2026-09-13T18:25:46.139086+00:00,2026-09-13T18:25:46.529845+00:00
tn_exp_001_pop_uncertainty,ITER-tn_exp_001_pop_uncertainty-00029,29,COMPLETED,1161873792,1594856692,1507477793,1204942654,1031556210,{},,0,12000,1,1.0,True,0.000373,12000.0,tn_elderly_pension_001,1.0,1835,1842.75,0.1536,1835,1842.75,1.0,33169432.91,18000.0,0.66,False,True,True,0.3789,2026-09-13T18:25:46.541315+00:00,2026-09-13T18:25:46.920231+00:00
tn_exp_001_pop_uncertainty,ITER-tn_exp_001_pop_uncertainty-00030,30,COMPLETED,358156992,348336084,1692059238,1751394763,49140087,{},,0,12000,1,1.0,True,0.000373,12000.0,tn_elderly_pension_001,1.0,1835,1842.75,0.1536,1835,1842.75,1.0,33169432.91,18000.0,0.66,False,True,True,0.606,2026-09-13T18:25:46.935828+00:00,2026-09-13T18:25:47.541854+00:00
